0 0
1 3.85982
2 3.44378
3 3.06066
4 2.71077
5 2.3945
6 2.01232
7 1.69683
8 1.44329
9 1.24719
10 1.10389
11 1.00805
12 0.952729
13 0.92858
14 0.923874
15 0.926284
16 0.926768
17 0.930069
18 0.934729
19 0.94613
20 0.977679
21 1.05952
22 1.12105
23 1.23552
24 1.38233
25 1.56185
26 1.77445
27 2.02066
28 2.30117
29 2.61683
30 2.96998
0 0
1 3.74491
2 3.44402
3 3.06083
4 2.71083
5 2.39599
6 2.02208
7 1.70571
8 1.45083
9 1.25276
10 1.10675
11 1.00761
12 0.949035
13 0.922976
14 0.919351
15 0.926929
16 0.93464
17 0.941313
18 0.947148
19 0.953727
20 0.967877
21 1.02469
22 1.12901
23 1.23999
24 1.38456
25 1.56249
26 1.77398
27 2.01941
28 2.29937
29 nan
30 -nan
