iteration error_rho error_v error_T
160 0.0015243 0.00377288 0.000708931
161 0.00148363 0.00381846 0.000698847
162 0.00144067 0.00385663 0.000690192
163 0.00139661 0.00388441 0.000683293
164 0.00135262 0.0039004 0.000678575
165 0.00130981 0.00390452 0.000676026
166 0.0012689 0.00389764 0.000675115
167 0.00123088 0.00388132 0.000675457
168 0.00119643 0.00385765 0.000676649
169 0.001166 0.00382868 0.000678256
170 0.00113995 0.0037966 0.000679683
171 0.00111844 0.00376321 0.000680391
172 0.00110146 0.00372997 0.000679935
173 0.00108883 0.00369771 0.000677758
174 0.00108026 0.00366693 0.000673438
175 0.00107528 0.0036379 0.00066669
176 0.00107333 0.00361048 0.00065731
177 0.00107369 0.0035833 0.000645225
178 0.00107583 0.00355848 0.000630427
179 0.00107901 0.00353636 0.000612878
180 0.00108253 0.00351708 0.00059311
181 0.00108584 0.00350089 0.000571728
182 0.00108847 0.00348797 0.000549413
183 0.00109016 0.00347832 0.000526832
184 0.00109066 0.00347166 0.00050486
185 0.00108977 0.00346763 0.000484533
186 0.00108751 0.00346564 0.000466774
187 0.00108399 0.00346494 0.000452371
188 0.00107941 0.00346472 0.000441889
189 0.00107399 0.0034642 0.000435597
190 0.00106797 0.00346262 0.000433433
191 0.00106186 0.00345937 0.000435019
192 0.00105595 0.00345413 0.000439811
193 0.00105071 0.00344691 0.000447167
194 0.00104666 0.00343789 0.000456469
195 0.00104429 0.00342742 0.000467198
196 0.00104386 0.00341511 0.000478692
197 0.00104534 0.00340054 0.000490351
198 0.00104898 0.00338549 0.000502685
199 0.00105543 0.00337031 0.000515545
200 0.00106467 0.00335532 0.000528909
201 0.00107654 0.00334076 0.000542713
202 0.00109065 0.00332679 0.000556825
203 0.00110652 0.0033135 0.000571027
204 0.00112349 0.0033009 0.000585025
205 0.00114089 0.00328888 0.000598474
206 0.00115801 0.00327722 0.000611004
207 0.00117424 0.00326557 0.000622262
208 0.00118907 0.00325335 0.000631836
209 0.00120219 0.00323981 0.000639545
210 0.00121325 0.00322415 0.000645324
211 0.00122214 0.00320546 0.000649219
212 0.001229 0.00318273 0.000651373
213 0.00123419 0.00315486 0.000651972
214 0.00123797 0.00312076 0.000651394
215 0.00124047 0.00307949 0.000649655
216 0.00124241 0.00303058 0.000647642
217 0.0012441 0.0029738 0.000645897
218 0.0012459 0.00290929 0.000644748
219 0.00124811 0.00283756 0.000644324
220 0.00125082 0.00275955 0.000644791
221 0.00125405 0.00267661 0.000646138
222 0.00125768 0.00259046 0.000648234
223 0.00126153 0.00250311 0.000650876
224 0.00126531 0.00241679 0.000653819
225 0.00126875 0.00233377 0.000656798
226 0.00127156 0.00225626 0.000659561
227 0.0012735 0.00218621 0.000661879
228 0.00127438 0.00212514 0.000663568
229 0.00127399 0.00207387 0.000664583
230 0.00127233 0.0020327 0.000664792
231 0.00126964 0.00200153 0.000664078
232 0.00126612 0.00197963 0.000662478
233 0.00126219 0.00196576 0.000659769
234 0.00125795 0.00195866 0.000656347
235 0.00125375 0.00195703 0.000652365
236 0.00124993 0.00195971 0.000648024
237 0.00124684 0.00196582 0.000643524
238 0.00124476 0.00197472 0.000639091
239 0.00124396 0.00198605 0.000634961
240 0.00124466 0.00199961 0.000631368
241 0.001247 0.00201535 0.000628545
242 0.00125107 0.00203318 0.000626715
243 0.00125692 0.00205301 0.000626091
244 0.00126455 0.00207461 0.000626882
245 0.00127396 0.00209767 0.000629277
246 0.00128516 0.00212178 0.00063343
247 0.00129813 0.00214639 0.00063949
248 0.00131288 0.00217095 0.00064758
249 0.00132944 0.00219484 0.000657809
250 0.00134791 0.00221755 0.000670277
251 0.00136831 0.00223849 0.000685057
252 0.0013907 0.00225724 0.000702196
253 0.00141519 0.0022735 0.000721752
254 0.00144195 0.00228707 0.000743811
255 0.00147091 0.00229762 0.00076844
256 0.00150246 0.00230536 0.00079566
257 0.00153692 0.00231063 0.000825616
258 0.00157463 0.00231376 0.000858479
259 0.00161603 0.00231537 0.000894475
260 0.00166161 0.00231611 0.000933576
261 0.00171191 0.00230659 0.000959359
262 0.00176416 0.00229452 0.000984714
263 0.00181806 0.00228048 0.00100953
264 0.00187323 0.00226515 0.00103369
265 0.00192924 0.00224931 0.00105701
266 0.00198559 0.00223377 0.00107932
267 0.00204174 0.00221939 0.00110038
268 0.00209711 0.00220696 0.00111998
269 0.00215108 0.00219718 0.00113784
270 0.00220301 0.00219064 0.00115368
271 0.00225225 0.00218772 0.00116722
272 0.00229815 0.00218856 0.00117818
273 0.0023401 0.00219314 0.0011863
274 0.00237746 0.00220095 0.00119132
275 0.00240955 0.00221112 0.00119304
276 0.00243578 0.00222284 0.0011913
277 0.00245564 0.00223519 0.00118598
278 0.00246866 0.0022472 0.00117702
279 0.00247449 0.00225794 0.00116445
280 0.00247282 0.00226654 0.00114833
281 0.00246348 0.00227224 0.00112881
282 0.0024464 0.00227447 0.00110618
283 0.0024149 0.00226713 0.00107583
284 0.00237447 0.00225459 0.00104239
285 0.00232723 0.00223848 0.00100769
286 0.0022737 0.00221916 0.000972264
287 0.00221454 0.00219712 0.000936651
288 0.00215046 0.00217293 0.000901349
289 0.00208225 0.00214728 0.000866806
290 0.00201071 0.00212086 0.000833405
291 0.0019366 0.00209442 0.00080145
292 0.00186071 0.0020687 0.000771166
293 0.00178315 0.0020439 0.000741979
294 0.00170462 0.00202084 0.00071465
295 0.00162622 0.00200049 0.000689809
296 0.00154864 0.00198358 0.000667451
297 0.00147263 0.0019703 0.000647257
298 0.00139848 0.00196092 0.00062891
299 0.00132655 0.00195563 0.000612229
300 0.0012573 0.00195446 0.000596904
301 0.00119111 0.00195735 0.000582619
302 0.00112827 0.00196402 0.000569086
303 0.00106902 0.00197416 0.000556056
304 0.0010135 0.00198741 0.000543326
305 0.00096179 0.00200336 0.000530686
306 0.000913895 0.00202159 0.000518018
307 0.000869779 0.00204165 0.000505229
308 0.000829373 0.00206301 0.000492235
309 0.000792598 0.00208523 0.000479015
310 0.000759365 0.00210788 0.000465606
311 0.000729604 0.00213062 0.00045209
312 0.000703286 0.00215312 0.000438599
313 0.000680315 0.00217515 0.00042532
314 0.00066066 0.00219656 0.000412496
315 0.000644298 0.00221726 0.000400402
316 0.000631174 0.00223727 0.000389319
317 0.000621197 0.00225667 0.000379557
318 0.000614227 0.00227564 0.00037144
319 0.000610041 0.00229443 0.000365224
320 0.000608395 0.00231334 0.000361042
321 0.000608988 0.00233271 0.000358934
322 0.000611478 0.00235284 0.000358877
323 0.000615495 0.00237399 0.000360687
324 0.000620644 0.00239644 0.000364079
325 0.000626589 0.0024204 0.000368741
326 0.000633204 0.002446 0.00037437
327 0.000640325 0.00247324 0.000380618
328 0.000647843 0.00250208 0.000387171
329 0.000655677 0.0025323 0.000393744
330 0.000663783 0.00256366 0.000400088
331 0.000672204 0.00259582 0.000406048
332 0.000680989 0.00262843 0.000411506
