n,x,area,density,velocity,temperature,pressure,mach,mass_flow
80,2.66667,3.99444,0.0953108,1.63148,0.439017,0.0418431,2.4627,0.621128
81,2.7,4.168,0.178498,1.00823,0.712172,0.127121,1.19484,0.750104
82,2.73333,4.34644,0.297395,0.5057,0.90558,0.269315,0.531385,0.653673
83,2.76667,4.52978,0.308685,0.453641,0.923049,0.284932,0.472106,0.634315
84,2.8,4.718,0.30467,0.449495,0.92288,0.281174,0.467849,0.646119
85,2.83333,4.91111,0.31147,0.4149,0.933505,0.290759,0.429378,0.634658
86,2.86667,5.10911,0.310228,0.403912,0.935133,0.290104,0.417629,0.640196
87,2.9,5.312,0.313093,0.380032,0.945712,0.296096,0.390789,0.632051
88,2.93333,5.51978,0.31528,0.367186,0.939023,0.296055,0.378955,0.639006
89,2.96667,5.73244,0.317506,0.350674,0.945995,0.300359,0.360554,0.638256
90,3,5.95,0.319323,0.335421,0.939486,0.3,0.34606,0.637291
