n,x,area,density,velocity,temperature,pressure,mach,mass_flow
60,2,1.55,0.265752,1.42818,0.589197,0.15658,1.8605,0.588287
61,2.03333,1.62578,0.235588,1.50021,0.55736,0.131308,2.00966,0.5746
62,2.06667,1.70644,0.237756,1.45704,0.56975,0.135461,1.93002,0.591146
63,2.1,1.792,0.504594,0.721219,0.866459,0.43721,0.774733,0.652149
64,2.13333,1.88244,0.626706,0.50285,0.938836,0.588374,0.518989,0.593232
65,2.16667,1.97778,0.593057,0.535183,0.922556,0.547128,0.557187,0.627734
66,2.2,2.078,0.632724,0.458937,0.944246,0.597447,0.472303,0.60341
67,2.23333,2.18311,0.624942,0.454049,0.941103,0.588135,0.468032,0.619467
68,2.26667,2.29311,0.642999,0.411374,0.95261,0.612527,0.421483,0.606557
69,2.3,2.408,0.643462,0.397182,0.951918,0.612523,0.407084,0.615417
70,2.33333,2.52778,0.652191,0.368962,0.959535,0.625801,0.376654,0.608269
71,2.36667,2.65244,0.655184,0.352945,0.959547,0.628679,0.360313,0.613362
72,2.4,2.782,0.660782,0.331785,0.96384,0.636888,0.337941,0.609919
73,2.43333,2.91644,0.662914,0.316208,0.96627,0.640553,0.321678,0.611341
74,2.46667,3.05578,0.667299,0.299169,0.96828,0.646132,0.304027,0.61004
75,2.5,3.2,0.669007,0.285013,0.970957,0.649577,0.289255,0.610163
76,2.53333,3.34911,0.674437,0.270768,0.96911,0.653603,0.275039,0.611602
77,2.56667,3.50311,0.672027,0.25815,0.977032,0.656592,0.261134,0.607732
78,2.6,3.662,0.673059,0.245908,0.980122,0.65968,0.248391,0.6061
79,2.63333,3.82578,0.676275,0.23474,0.979158,0.66218,0.237227,0.607337
80,2.66667,3.99444,0.676745,0.224127,0.982026,0.664582,0.226176,0.605864
81,2.7,4.168,0.681371,0.214283,0.978381,0.66664,0.216654,0.608555
82,2.73333,4.34644,0.683715,0.204991,0.977827,0.668555,0.207299,0.609179
83,2.76667,4.52978,0.682961,0.1963,0.98138,0.670245,0.198146,0.607284
84,2.8,4.718,0.683974,0.18811,0.982197,0.671797,0.1898,0.607028
85,2.83333,4.91111,0.682501,0.180408,0.986333,0.673173,0.181642,0.604699
86,2.86667,5.10911,0.681323,0.173161,0.989905,0.674445,0.174036,0.602766
87,2.9,5.312,0.68202,0.166308,0.990529,0.675561,0.167089,0.602517
88,2.93333,5.51978,0.677343,0.159888,0.998917,0.676609,0.159962,0.597785
89,2.96667,5.73244,0.677433,0.153753,1.0001,0.677502,0.153742,0.597076
90,3,5.95,0.67701,0.148064,1.00205,0.6784,0.147918,0.596432
