iteration,error_rho,error_v,error_T
1,0.00569542,0.00691349,0.00886669
2,0.00391084,0.00535748,0.00424891
3,0.00353403,0.00490094,0.00283312
4,0.00330837,0.00456142,0.00204677
5,0.00315989,0.0043013,0.00157585
6,0.00304391,0.00407955,0.00127036
7,0.00293499,0.00387619,0.00105274
8,0.00282052,0.00368528,0.000888019
9,0.00269607,0.00350897,0.000763415
10,0.00256197,0.00335223,0.000675027
11,0.00242104,0.00321887,0.000619854
12,0.00227727,0.00310968,0.00059198
13,0.00213517,0.00302246,0.000582772
14,0.00199956,0.00295329,0.000583424
15,0.00187513,0.0028978,0.00058717
16,0.00176585,0.00285202,0.000589942
17,0.00167431,0.00281287,0.00058997
18,0.00160128,0.00277825,0.000587037
19,0.00154559,0.00274694,0.000581795
20,0.0015046,0.00271842,0.000575246
21,0.00147498,0.00269262,0.000568423
22,0.00145347,0.0026697,0.000562205
23,0.00143747,0.00264979,0.00055725
24,0.00142528,0.00263292,0.000553963
25,0.00141611,0.00261891,0.000552503
26,0.00140986,0.00260733,0.000552804
27,0.00140689,0.00259757,0.000554627
28,0.00140775,0.00258893,0.00055763
29,0.0014129,0.00258076,0.000561424
30,0.0014226,0.00257246,0.000565657
31,0.00143683,0.00256359,0.000570063
32,0.00145525,0.00255392,0.000574481
33,0.00147726,0.00254337,0.000578858
34,0.00150208,0.002532,0.000583234
35,0.00152884,0.00251996,0.000587711
36,0.00155667,0.00250743,0.000592416
37,0.00158474,0.00249462,0.000597478
38,0.00161235,0.00248173,0.000602992
39,0.00163888,0.00246889,0.000608998
40,0.00166378,0.00245625,0.000615468
41,0.0016866,0.00244393,0.000622257
42,0.00170695,0.00243208,0.000629238
43,0.00172446,0.00242089,0.00063619
44,0.00173879,0.00241064,0.000642854
45,0.00174959,0.00240165,0.000648964
46,0.00175658,0.00239434,0.000654272
47,0.00175949,0.00238915,0.000658576
48,0.00175817,0.00238652,0.000661741
49,0.00175254,0.00238686,0.000663713
50,0.00174266,0.00239048,0.00066452
51,0.00172873,0.00239753,0.000664261
52,0.00171106,0.00240802,0.000663097
53,0.00169009,0.00242179,0.000661214
54,0.00166631,0.0024385,0.000658804
55,0.00164027,0.00245768,0.000656085
56,0.00161252,0.00247877,0.000653221
57,0.00158356,0.00250116,0.000650336
58,0.00155385,0.00252422,0.000647497
59,0.00152377,0.00254736,0.000644725
60,0.00149361,0.00257003,0.000641992
61,0.00146357,0.0025918,0.000639239
62,0.00143381,0.00261237,0.000636388
63,0.00140441,0.00263157,0.000633354
64,0.00137543,0.00264938,0.000630055
65,0.00134691,0.00266597,0.000626428
66,0.00131887,0.00268171,0.000622427
67,0.00129134,0.00269712,0.000618035
68,0.00126435,0.00271286,0.00061325
69,0.00123794,0.00272973,0.000608093
70,0.00121212,0.00274861,0.000602591
71,0.00118694,0.00277033,0.000596781
72,0.00116239,0.00279564,0.000590702
73,0.00113848,0.00282514,0.00058439
74,0.00111521,0.00285918,0.000577875
75,0.00109256,0.00289784,0.000571186
76,0.00107052,0.00294084,0.000564351
77,0.00104911,0.00298767,0.000557398
78,0.00102834,0.00303756,0.000550363
79,0.00100827,0.0030896,0.000543286
80,0.00098897,0.00314276,0.000536216
81,0.000970516,0.00319611,0.000529208
82,0.000953007,0.0032488,0.000522324
83,0.00093654,0.00330015,0.000515628
84,0.000921195,0.00334974,0.000509184
85,0.000907038,0.00339733,0.00050305
86,0.000894105,0.00344294,0.000497277
87,0.000882405,0.00348677,0.000491905
88,0.000871912,0.00352917,0.000486957
89,0.000862571,0.00357055,0.000482441
90,0.0008543,0.00361139,0.000478349
91,0.000846999,0.00365212,0.000474657
92,0.000840554,0.00369313,0.000471326
93,0.000834847,0.00373467,0.000468304
94,0.000829764,0.00377685,0.000465535
95,0.000825209,0.00381957,0.000462959
96,0.000821111,0.00386248,0.000460522
97,0.000817442,0.00390493,0.000458183
98,0.000814222,0.0039459,0.000455925
99,0.00081154,0.00398401,0.000453763
100,0.000809553,0.00401749,0.000451749
101,0.000808487,0.00404419,0.000449984
102,0.00080863,0.00406168,0.000448611
103,0.00081031,0.00406734,0.000447814
104,0.00081386,0.00405853,0.000447804
105,0.000819573,0.00403281,0.000448795
106,0.000827644,0.00398814,0.000450981
107,0.000838124,0.00392315,0.000454498
108,0.000850873,0.00383747,0.000459396
109,0.000865532,0.00373195,0.000465608
110,0.000881524,0.00360899,0.000472941
111,0.00089807,0.00347273,0.000481069
112,0.00091424,0.0033292,0.00048955
113,0.00092901,0.00318629,0.000497856
114,0.000941336,0.00305331,0.000505406
115,0.000950234,0.00294012,0.00051161
116,0.000954868,0.00285573,0.000515929
117,0.00095462,0.00280646,0.000517925
118,0.000949174,0.00279437,0.000517311
119,0.000938586,0.00281662,0.000514008
120,0.000923347,0.00286598,0.000508193
121,0.000904419,0.00293248,0.000500339
122,0.000883244,0.00300523,0.000491242
123,0.000861699,0.0030739,0.000482008
124,0.000841972,0.00312974,0.000473978
125,0.000826326,0.00316595,0.000468577
126,0.000816773,0.00317778,0.000467086
127,0.000814692,0.00316245,0.000470371
128,0.000820515,0.00311912,0.000478646
129,0.000833594,0.00304875,0.00049138
130,0.000852313,0.00295417,0.000507375
131,0.00087439,0.00284003,0.000524984
132,0.000897261,0.00271281,0.000542365
133,0.000918427,0.00258068,0.000557722
134,0.000935722,0.00245309,0.000569481
135,0.000947483,0.00233991,0.000576414
136,0.000952655,0.00225015,0.000577701
137,0.000950864,0.00219,0.00057307
138,0.000942406,0.0021613,0.000562812
139,0.000928199,0.00216108,0.000547787
140,0.00090971,0.00218245,0.000529426
141,0.000888831,0.00221669,0.000509684
142,0.000867686,0.00225541,0.000490902
143,0.000848386,0.00229222,0.000475546
144,0.000832733,0.00232368,0.000465792
145,0.000821937,0.00234967,0.000463033
146,0.000816434,0.00237299,0.0004675
147,0.000815834,0.00239877,0.000478215
148,0.000819066,0.00243336,0.000493316
149,0.000824651,0.00248291,0.000510549
150,0.000831016,0.00255199,0.000527733
151,0.000836789,0.00264244,0.000543061
152,0.000841002,0.00275304,0.000555257
153,0.000843218,0.0028798,0.000563624
154,0.00084356,0.00301686,0.000568029
155,0.000842679,0.00315748,0.000568853
156,0.000841641,0.00329501,0.00056691
157,0.000841775,0.00342341,0.000563333
158,0.000844459,0.00353773,0.000559461
159,0.000850889,0.00363415,0.000556664
160,0.000861856,0.0037101,0.000556129
161,0.000877612,0.00376422,0.000558681
162,0.000897838,0.00379625,0.000564659
163,0.000921718,0.00380699,0.000573879
164,0.0009481,0.00379817,0.000585712
165,0.000975678,0.00377238,0.000599222
166,0.00100317,0.00373287,0.000613347
167,0.00102945,0.00368339,0.000627055
168,0.00105368,0.003628,0.000639475
169,0.00107528,0.00357063,0.000649965
170,0.00109403,0.00351463,0.000658164
171,0.00110999,0.00346244,0.000663988
172,0.00112346,0.00341537,0.000667609
173,0.00113495,0.00337351,0.000669406
174,0.00114502,0.00333585,0.000669897
175,0.00115427,0.00330061,0.000669662
176,0.00116325,0.00326566,0.000669263
177,0.00117237,0.003229,0.000669165
178,0.00118188,0.00318906,0.000669687
179,0.00119187,0.00314513,0.000670967
180,0.0012023,0.00309728,0.000672973
181,0.001213,0.00304638,0.00067553
182,0.00122376,0.00299387,0.000678378
183,0.00123436,0.00294146,0.000681224
184,0.0012446,0.00289083,0.000683799
185,0.00125435,0.00284335,0.000685901
186,0.00126353,0.00279984,0.000687413
187,0.00127212,0.00276048,0.000688308
188,0.00128014,0.00272494,0.000688639
189,0.0012876,0.00269255,0.000688515
190,0.00129452,0.00266262,0.000688068
191,0.00130082,0.00263475,0.000687425
192,0.00130639,0.00260913,0.000686682
193,0.00131108,0.00258675,0.000685888
194,0.0013147,0.00256928,0.000685039
195,0.00131701,0.00255897,0.000684077
196,0.00131778,0.00255832,0.000682901
197,0.00131682,0.00256961,0.000681389
198,0.00131396,0.00259449,0.000679416
199,0.00130914,0.00263364,0.000676869
200,0.00130236,0.0026866,0.000673662
201,0.00129376,0.00275178,0.00066975
202,0.00128356,0.00282666,0.000665135
203,0.00127209,0.00290817,0.000659856
204,0.00125975,0.00299292,0.00065399
205,0.00124701,0.00307763,0.000647635
206,0.0012344,0.00315927,0.00064091
207,0.00122246,0.00323522,0.00063394
208,0.0012117,0.00330334,0.000626849
209,0.0012026,0.00336193,0.00061975
210,0.00119557,0.00340979,0.000612754
211,0.00119093,0.00344604,0.000605958
212,0.00118887,0.00347021,0.00059945
213,0.00118947,0.00348216,0.000593309
214,0.00119269,0.00348202,0.000587607
215,0.00119834,0.0034702,0.000582406
216,0.00120612,0.00344743,0.00057776
217,0.00121565,0.0034147,0.000573725
218,0.00122648,0.00337328,0.000570345
219,0.00123811,0.00332476,0.000567667
220,0.00125003,0.00327097,0.000565734
221,0.00126177,0.00321395,0.000564592
222,0.00127287,0.00315584,0.000564289
223,0.00128297,0.00309879,0.000564886
224,0.00129178,0.00304477,0.000566451
225,0.00129912,0.00299548,0.00056906
226,0.00130488,0.00295218,0.000572794
227,0.00130907,0.0029156,0.000577733
228,0.00131177,0.00288593,0.000583942
229,0.00131316,0.00286285,0.000591471
230,0.00131242,0.00284638,0.000601819
231,0.00130836,0.00283592,0.000616129
232,0.00130367,0.00282852,0.000631006
233,0.00129867,0.00282313,0.000646213
234,0.00129358,0.00281896,0.000661502
235,0.00128858,0.00281555,0.000676618
236,0.00128373,0.0028128,0.000691304
237,0.00127906,0.00281097,0.00070531
238,0.00127457,0.00281056,0.000718578
239,0.00126885,0.00280657,0.00073246
240,0.00126272,0.00280487,0.000744126
241,0.00125617,0.00280616,0.000753495
242,0.0012492,0.00281067,0.000760597
243,0.00124181,0.00281828,0.000765491
244,0.00123409,0.00282855,0.000768267
245,0.00122617,0.00284068,0.000769045
246,0.00121808,0.0028536,0.000767802
247,0.00120996,0.00286612,0.000764828
248,0.00120201,0.00287697,0.000760306
249,0.00119446,0.00288503,0.000754415
250,0.00118746,0.00288931,0.000747332
251,0.00118107,0.00288916,0.000739194
252,0.00117527,0.00288424,0.000730148
253,0.00116993,0.00287457,0.000720327
254,0.00116485,0.00286055,0.000709863
255,0.00115976,0.00284288,0.000698865
256,0.00115432,0.00282256,0.000687426
257,0.00114818,0.00280074,0.000675641
258,0.00114099,0.00277865,0.000663604
259,0.00113245,0.00275748,0.000651411
260,0.00112235,0.00273824,0.000639148
261,0.0011105,0.00272168,0.000626909
262,0.00109687,0.00270827,0.000614808
263,0.00108154,0.00269811,0.000602944
264,0.0010647,0.00269094,0.000591406
265,0.00104667,0.00268622,0.000580269
266,0.00102781,0.0026832,0.000569584
267,0.00100857,0.00268098,0.00055937
268,0.000989409,0.00267865,0.000549613
269,0.000970808,0.00267536,0.000540258
270,0.00095318,0.00267038,0.000531233
271,0.000936923,0.0026632,0.000522382
272,0.000922321,0.00265351,0.000513539
273,0.000909548,0.00264126,0.000504534
274,0.000898689,0.00262661,0.000495197
275,0.000889718,0.00260997,0.000485365
276,0.000882515,0.00259186,0.000474902
277,0.000876899,0.00257291,0.000463709
278,0.000872638,0.00255382,0.000451733
279,0.000869479,0.00253521,0.000438991
280,0.000867221,0.00251767,0.000425546
281,0.000865676,0.00250162,0.000411536
282,0.00086469,0.00248736,0.000397175
283,0.000864142,0.00247498,0.000382752
284,0.00086395,0.00246442,0.000368627
285,0.000864054,0.00245547,0.000355227
286,0.000864412,0.00244784,0.000343025
287,0.000864995,0.00244116,0.00033252
288,0.000865768,0.00243506,0.000324207
289,0.000866694,0.00242922,0.000318537
290,0.000867735,0.0024234,0.000315851
291,0.000868853,0.00241745,0.000316364
292,0.000870016,0.00241136,0.000320136
293,0.000871211,0.00240522,0.000327054
294,0.00087246,0.00239918,0.000336871
295,0.000873818,0.00239348,0.000349242
296,0.00087538,0.00238836,0.000363771
297,0.00087727,0.00238405,0.000380046
298,0.000879651,0.00238075,0.000397664
299,0.000882708,0.00237856,0.000416249
300,0.000886637,0.00237753,0.000435456
301,0.00089162,0.00237762,0.000454966
302,0.000897812,0.00237873,0.000474491
303,0.000905339,0.00238069,0.000493767
304,0.000914258,0.00238334,0.000512551
305,0.000924559,0.0023865,0.000530621
306,0.000936154,0.00239002,0.000547767
307,0.000948894,0.00239382,0.0005638
308,0.000962558,0.00239784,0.000578574
309,0.000976883,0.00240209,0.000591962
310,0.000991582,0.00240664,0.000603866
311,0.00100634,0.0024116,0.000614224
312,0.00102087,0.00241708,0.000623023
313,0.00103488,0.00242315,0.000630282
314,0.00104817,0.00242986,0.00063606
315,0.00106054,0.00243714,0.000640455
316,0.00107188,0.00244483,0.000643604
317,0.00108211,0.00245269,0.000645678
318,0.00109124,0.00246033,0.00064687
319,0.0010993,0.0024673,0.000647394
320,0.00110638,0.00247307,0.000647466
321,0.00111262,0.00247707,0.000647306
322,0.00111818,0.00247874,0.000647119
323,0.00112324,0.00247753,0.000647084
324,0.001128,0.00247298,0.00064735
325,0.00113265,0.00246472,0.000648028
326,0.0011374,0.00245248,0.000649174
327,0.00114238,0.00243615,0.000650824
328,0.00114774,0.00241575,0.000652968
329,0.00115359,0.00239147,0.000655556
330,0.00116001,0.00236364,0.000658511
331,0.00116708,0.00233275,0.000661728
332,0.00117481,0.00229938,0.000665093
333,0.00118319,0.0022642,0.000668485
334,0.00119218,0.00222797,0.000671786
335,0.00120087,0.00219045,0.0006742
336,0.00120561,0.00214819,0.00067287
337,0.00121074,0.00210751,0.00067176
338,0.00121609,0.0020691,0.000670731
339,0.00122149,0.00203354,0.00066967
340,0.00122679,0.00200128,0.000668499
341,0.00123124,0.00197244,0.000666018
342,0.00123469,0.00194728,0.000663207
343,0.00123735,0.00192594,0.000660655
344,0.00123929,0.00190839,0.000658406
345,0.00124065,0.00189446,0.000656498
346,0.00124158,0.00188386,0.000654967
347,0.00124217,0.00187617,0.000653703
348,0.00124254,0.00187097,0.000652873
349,0.00124296,0.00186777,0.000652539
350,0.0012437,0.00186612,0.000652782
351,0.00124542,0.00186445,0.00065203
352,0.00124823,0.00185868,0.000645018
353,0.00124919,0.00185217,0.000637363
354,0.00124829,0.00184451,0.000629208
355,0.00124557,0.00183528,0.000620709
356,0.00124109,0.0018241,0.000612037
357,0.00123505,0.00181065,0.000603396
358,0.00122768,0.00179468,0.000594968
359,0.00121925,0.00177611,0.000586908
360,0.00121003,0.00175494,0.000579342
361,0.00120029,0.00173133,0.000572351
362,0.00119031,0.0017056,0.000565988
363,0.00118037,0.00167816,0.000560262
364,0.00117074,0.00164956,0.000555153
365,0.00116165,0.00162044,0.000550615
366,0.00115333,0.00159146,0.000546584
367,0.00114597,0.00156337,0.000542991
368,0.00113972,0.00153688,0.00053977
369,0.00113472,0.0015127,0.000536869
370,0.00113104,0.00149149,0.000534256
371,0.00112873,0.00147384,0.000531927
372,0.00112779,0.00146023,0.000529901
373,0.00112819,0.00145107,0.000528231
374,0.00112985,0.00144661,0.000527001
375,0.0011327,0.001447,0.000526326
376,0.00113663,0.00145223,0.000526341
377,0.00114152,0.00146216,0.000527202
378,0.00114726,0.00147652,0.000529081
379,0.00115376,0.0014949,0.000532153
380,0.00116095,0.0015168,0.000536583
381,0.00116881,0.00154161,0.000542526
382,0.00117734,0.00156867,0.000550112
383,0.00118659,0.00159726,0.000559441
384,0.00119666,0.00162666,0.000570576
385,0.00120767,0.00165615,0.000583534
386,0.00121977,0.00168503,0.000598298
387,0.00123314,0.00171269,0.000614804
388,0.00124794,0.00173855,0.000632954
389,0.00126434,0.00176214,0.000652615
390,0.00128247,0.00178309,0.000673629
391,0.00130242,0.00180113,0.000695819
392,0.00132426,0.0018161,0.000718991
393,0.00134799,0.00182793,0.000742945
394,0.00137354,0.00183666,0.000767474
395,0.00140081,0.00184241,0.00079237
396,0.00142962,0.00184538,0.000817427
397,0.00145975,0.00184583,0.00084244
398,0.00149093,0.00184409,0.00086721
399,0.00152286,0.0018405,0.00089154
400,0.0015552,0.00183544,0.00091523
401,0.00158758,0.0018293,0.000938084
402,0.00161963,0.00182249,0.00095991
403,0.00165097,0.0018154,0.000980516
404,0.0016812,0.00180841,0.000999711
405,0.00170996,0.0018019,0.00101731
406,0.00173689,0.00179621,0.00103313
407,0.00176166,0.00179165,0.001047
408,0.00178398,0.00178847,0.00105875
409,0.00180358,0.0017869,0.00106827
410,0.00182031,0.00178705,0.00107543
411,0.00183402,0.00178898,0.00108014
412,0.00184465,0.00179266,0.00108237
413,0.0018522,0.00179797,0.00108213
414,0.00185675,0.00180469,0.00107947
415,0.00185846,0.00181254,0.0010745
416,0.00185755,0.00182114,0.00106741
417,0.00185434,0.0018301,0.0010584
418,0.00184918,0.00183896,0.00104775
419,0.00184248,0.00184728,0.00103578
420,0.0018347,0.00185465,0.00102282
421,0.00182631,0.00186069,0.00100925
422,0.00181781,0.00186512,0.000995472
423,0.00180965,0.00186774,0.000981871
424,0.00180229,0.00186846,0.000968848
425,0.00179616,0.00186734,0.000956782
426,0.00178338,0.00185738,0.000940049
427,0.00176927,0.00184309,0.000923453
428,0.0017581,0.00182855,0.000910372
429,0.00174997,0.00181434,0.00090081
430,0.00174465,0.00180096,0.00089416
431,0.00174052,0.0017883,0.000888693
432,0.00173862,0.00177787,0.00088777
433,0.0017395,0.00177057,0.000891491
434,0.00174375,0.00176729,0.000899865
435,0.00175198,0.00176881,0.000912857
436,0.00176484,0.0017758,0.000930428
437,0.00178263,0.00178868,0.000952137
438,0.00180666,0.0018049,0.0009746
439,0.00183659,0.00181393,0.000985468
440,0.00186658,0.00182432,0.000995428
441,0.00189619,0.00183565,0.00100411
442,0.00192496,0.0018474,0.00101121
443,0.00195238,0.00185896,0.0010165
444,0.00197795,0.00186965,0.0010198
445,0.00200104,0.00187875,0.00102094
446,0.00202108,0.00188558,0.00101988
447,0.00203754,0.0018895,0.00101657
448,0.00204987,0.00188993,0.00101099
449,0.00205752,0.00188641,0.00100314
450,0.00205993,0.00187858,0.000993037
451,0.00205658,0.00186622,0.000980686
452,0.00204696,0.00184929,0.000966116
453,0.00203067,0.00182793,0.00094937
454,0.00200738,0.00180246,0.000930501
455,0.00197688,0.0017734,0.000909579
456,0.00193905,0.00174145,0.000886708
457,0.00189396,0.00170744,0.000862019
458,0.0018418,0.00167237,0.000835684
459,0.00178293,0.0016373,0.000807916
460,0.00171788,0.00160329,0.000778976
461,0.00164731,0.00157131,0.000749143
462,0.00157208,0.00154234,0.000718734
463,0.00149317,0.0015172,0.00068809
464,0.00141168,0.00149655,0.000657558
465,0.00132877,0.0014808,0.000627481
466,0.00124565,0.00147008,0.000598177
467,0.00116353,0.00146428,0.000569929
468,0.00108362,0.00146306,0.000542979
