n,x,area,density,velocity,temperature,pressure,mach,mass_flow
35,1.16667,1.24444,0.868894,0.541655,0.945294,0.821361,0.557102,0.585686
36,1.2,1.198,0.8529,0.573442,0.938291,0.800269,0.591993,0.585929
37,1.23333,1.15644,0.835345,0.60677,0.930512,0.777299,0.629011,0.586158
38,1.26667,1.11978,0.816189,0.641581,0.921909,0.752452,0.668195,0.586373
39,1.3,1.088,0.795423,0.677793,0.912442,0.725777,0.709562,0.586576
40,1.33333,1.06111,0.77307,0.715295,0.902082,0.697373,0.75311,0.586766
41,1.36667,1.03911,0.749193,0.753947,0.890814,0.667392,0.79881,0.586944
42,1.4,1.022,0.723897,0.793582,0.878636,0.636042,0.84661,0.587111
43,1.43333,1.00978,0.697327,0.834011,0.865566,0.603582,0.896433,0.587265
44,1.46667,1.00244,0.669669,0.875024,0.851637,0.570315,0.948176,0.587409
45,1.5,1,0.642498,0.914463,0.837614,0.538165,0.999173,0.58754
46,1.53333,1.00244,0.612194,0.957602,0.82155,0.502948,1.05649,0.587671
47,1.56667,1.00978,0.582644,0.999056,0.80542,0.469273,1.1132,0.587785
48,1.6,1.022,0.553054,1.04011,0.788771,0.436233,1.17111,0.58789
49,1.63333,1.03911,0.523657,1.08059,0.771695,0.404104,1.23008,0.587988
50,1.66667,1.06111,0.494692,1.12031,0.754301,0.373147,1.28992,0.588079
51,1.7,1.088,0.466378,1.15912,0.736701,0.343581,1.35046,0.588163
52,1.73333,1.11978,0.438908,1.19688,0.719004,0.315576,1.4115,0.588241
53,1.76667,1.15644,0.412438,1.23346,0.701315,0.289249,1.47288,0.588313
54,1.8,1.198,0.387091,1.26878,0.683729,0.264666,1.53442,0.58838
55,1.83333,1.24444,0.362957,1.30278,0.666333,0.24185,1.59597,0.588442
56,1.86667,1.29578,0.340091,1.33542,0.649202,0.220788,1.6574,0.588498
57,1.9,1.352,0.318521,1.36668,0.632398,0.201432,1.71859,0.588549
58,1.93333,1.41311,0.298249,1.39656,0.615974,0.183714,1.77942,0.588595
59,1.96667,1.47911,0.279259,1.42508,0.599971,0.167547,1.83981,0.588636
60,2,1.55,0.261517,1.45225,0.584419,0.152835,1.89967,0.588672
61,2.03333,1.62578,0.244977,1.47812,0.569341,0.139475,1.95895,0.588704
62,2.06667,1.70644,0.229584,1.50274,0.554752,0.127362,2.01759,0.588731
63,2.1,1.792,0.215279,1.52614,0.540658,0.116392,2.07555,0.588753
64,2.13333,1.88244,0.201997,1.54838,0.527061,0.106465,2.13279,0.588771
65,2.16667,1.97778,0.189676,1.56952,0.513959,0.0974855,2.18929,0.588785
66,2.2,2.078,0.178249,1.58961,0.501344,0.0893641,2.24503,0.588795
67,2.23333,2.18311,0.167655,1.6087,0.489208,0.082018,2.30001,0.5888
68,2.26667,2.29311,0.157832,1.62685,0.477537,0.0753706,2.35421,0.588801
69,2.3,2.408,0.148723,1.64411,0.466319,0.0693526,2.40763,0.5888
70,2.33333,2.52778,0.140274,1.66053,0.455538,0.0639,2.46028,0.588792
71,2.36667,2.65244,0.132433,1.67615,0.44518,0.0589564,2.51216,0.588784
72,2.4,2.782,0.125151,1.69104,0.435225,0.0544687,2.56328,0.588767
73,2.43333,2.91644,0.118387,1.7052,0.425662,0.0503929,2.61363,0.588755
74,2.46667,3.05578,0.112095,1.71873,0.416467,0.0466837,2.66329,0.588726
75,2.5,3.2,0.106245,1.73159,0.407636,0.0433095,2.71213,0.588717
76,2.53333,3.34911,0.100788,1.74393,0.399133,0.0402279,2.7604,0.588667
77,2.56667,3.50311,0.0957176,1.75562,0.390977,0.0374234,2.80773,0.588675
78,2.6,3.662,0.0909627,1.76695,0.383091,0.034847,2.85479,0.58858
79,2.63333,3.82578,0.086561,1.77751,0.375575,0.0325102,2.90045,0.588645
80,2.66667,3.99444,0.082388,1.78808,0.368202,0.0303354,2.94676,0.588445
81,2.7,4.168,0.0785757,1.79741,0.361364,0.0283944,2.99004,0.588657
82,2.73333,4.34644,0.0748668,1.80768,0.354264,0.0265226,3.03712,0.588228
83,2.76667,4.52978,0.0716002,1.81526,0.348441,0.0249485,3.07523,0.588749
84,2.8,4.718,0.0682294,1.82637,0.340746,0.0232489,3.12878,0.587919
85,2.83333,4.91111,0.0655038,1.83059,0.337722,0.0221221,3.15002,0.588893
86,2.86667,5.10911,0.0623249,1.84516,0.32513,0.0202637,3.23601,0.587546
87,2.9,5.312,0.0602551,1.84282,0.33619,0.0202572,3.17829,0.589842
88,2.93333,5.51978,0.0563395,1.86305,0.281462,0.0158575,3.51175,0.579375
89,2.96667,5.73244,0.0586275,1.83812,0.334423,0.0196064,3.17853,0.617754
90,3,5.95,0.0607,1.81665,1.64745,0.1,1.41533,0.65611
